#:unix_secs,unix_nsecs,sysuptime,exaddr,dpkts,doctets,first,last,engine_type,engine_id,srcaddr,dstaddr,nexthop,input,output,srcport,dstport,prot,tos,tcp_flags,src_mask,dst_mask,src_as,dst_as,Label
1631723379,663236,86682964,140.30.20.1,1,60,86651888,86651888,0,0,140.30.20.101,152.148.48.17,140.30.20.2,1168,1168,80,41640,6,0,18,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,3,256,86640664,86652320,0,0,140.30.20.3,140.30.20.127,0.0.0.0,65535,1168,0,1281,1,192,0,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,60,86652320,86652320,0,0,140.30.20.127,152.148.48.18,140.30.20.2,1168,1168,80,37550,6,0,18,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,52,86652692,86652692,0,0,140.30.20.199,152.148.48.19,140.30.20.2,1168,1168,80,41154,6,0,16,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,487,86653456,86653456,0,0,140.30.20.199,152.148.48.19,140.30.20.2,1168,1168,80,41562,6,0,24,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,52,86654096,86654096,0,0,152.148.48.19,140.30.20.199,0.0.0.0,1168,1168,41962,80,6,0,16,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,536,86655140,86655140,0,0,140.30.20.90,152.148.48.10,140.30.20.2,1168,1168,80,59782,6,0,24,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,52,86656416,86656416,0,0,140.30.20.199,152.148.48.19,140.30.20.2,1168,1168,80,42766,6,0,16,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,60,86657212,86657212,0,0,140.30.20.120,152.148.48.16,140.30.20.2,1168,1168,443,43248,6,0,18,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,60,86657928,86657928,0,0,140.30.20.120,152.148.48.16,140.30.20.2,1168,1168,443,43652,6,0,18,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,52,86659028,86659028,0,0,140.30.20.120,152.148.48.16,140.30.20.2,1168,1168,443,44040,6,0,16,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,52,86660080,86660080,0,0,152.148.48.16,140.30.20.120,0.0.0.0,1168,1168,44440,443,6,0,17,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,52,86661156,86661156,0,0,152.148.48.16,140.30.20.120,0.0.0.0,1168,1168,44840,443,6,0,17,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,3,264,86657212,86662216,0,0,140.30.20.3,140.30.20.120,0.0.0.0,65535,1168,0,1281,1,192,0,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,60,86662216,86662216,0,0,140.30.20.120,152.148.48.16,140.30.20.2,1168,1168,443,45250,6,0,18,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,60,86662700,86662700,0,0,152.148.48.16,140.30.20.120,0.0.0.0,1168,1168,45648,443,6,0,2,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,52,86663176,86663176,0,0,152.148.48.17,140.30.20.101,0.0.0.0,1168,1168,47242,80,6,0,16,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,52,86663680,86663680,0,0,152.148.48.17,140.30.20.101,0.0.0.0,1168,1168,47640,80,6,0,16,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,52,86664216,86664216,0,0,152.148.48.17,140.30.20.101,0.0.0.0,1168,1168,48040,80,6,0,16,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,52,86664764,86664764,0,0,140.30.20.101,152.148.48.17,140.30.20.2,1168,1168,80,48424,6,0,16,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,52,86665316,86665316,0,0,152.148.48.17,140.30.20.101,0.0.0.0,1168,1168,48818,80,6,0,16,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,52,86665900,86665900,0,0,140.30.20.120,152.148.48.16,140.30.20.2,1168,1168,443,48038,6,0,16,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,52,86666792,86666792,0,0,152.148.48.16,140.30.20.120,0.0.0.0,1168,1168,48444,443,6,0,16,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,52,86667408,86667408,0,0,140.30.20.199,152.148.48.19,140.30.20.2,1168,1168,80,48754,6,0,17,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,52,86667884,86667884,0,0,140.30.20.199,152.148.48.19,140.30.20.2,1168,1168,80,49152,6,0,16,0,0,0,0,1
1631723401,835199,86705136,140.30.20.1,1,52,86668432,86668432,0,0,140.30.20.120,152.148.48.16,140.30.20.2,1168,1168,443,49618,6,0,16,0,0,0,0,1
